track_name,artist_name,artist_count,released_year,streams,bpm,key,mode,danceability_pct,valence_pct,energy_pct,acousticness_pct,instrumentalness_pct,liveness_pct,speechiness_pct
Gatita,Bellakath,1,2022,168684524,101,G,Major,90,76,81,15,24,33,6
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,78489819,140,C#,Minor,81,6,84,5,23,6,6
Niagara Falls (Foot or 2),"Travis Scott, 21 Savage, Metro Boomin",3,2022,195516622,88,G,Minor,49,24,66,19,0,18,29
Super Freaky Girl,Nicki Minaj,1,2022,428685680,133,D,Major,95,91,89,6,0,31,24
Running Up That Hill (A Deal With God),Kate Bush,1,1985,1024858327,108,A#,Minor,63,20,55,72,0,6,6
Dream On,Aerosmith,1,1973,838586769,80,F,Minor,39,24,43,39,0,23,3
Limbo,Freddie Dredd,1,2022,199386237,75,B,Minor,80,46,62,3,6,11,46
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,972509632,121,F#,Minor,67,26,64,52,0,17,10
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,213438580,140,D,Minor,58,17,62,18,0,20,8
Bad Habits,Ed Sheeran,1,2020,1555511105,126,B,Minor,81,59,90,5,0,36,3
KICK BACK,Kenshi Yonezu,1,2022,210038833,102,C#,Major,58,29,94,0,0,9,11
Evergreen,Omar Apollo,1,2022,227918678,82,A,Major,70,31,34,60,1,11,4
Good Days,SZA,1,2020,826623384,121,C#,Minor,46,53,78,23,0,72,6
Levitating,"Dua Lipa, DaBaby",2,2020,1802514301,103,F#,Minor,70,92,83,1,0,7,6
Woman,Doja Cat,1,2021,1329090101,108,F,Minor,82,88,76,9,0,12,9
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,462791599,125,C#,Minor,84,70,69,1,0,5,5
"You're On Your Own, Kid",Taylor Swift,1,2022,348647203,120,D,Major,69,40,39,41,0,13,6
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1479264469,110,E,Major,74,51,74,2,0,29,4
All I Want for Christmas Is You,Mariah Carey,1,1994,1449779435,150,G,Major,34,33,63,16,0,7,4
Last Christmas,Wham!,1,1984,1159176109,107,B,Minor,74,88,65,28,0,46,3
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,769213520,140,G#,Major,70,85,41,71,0,45,5
Jingle Bell Rock,Bobby Helms,1,1957,741301563,119,D,Major,74,78,37,84,0,6,3
It's Beginning To Look A Lot Like Christmas,Michael Buble,1,2011,807561936,93,E,Major,35,38,23,91,0,29,3
Santa Tell Me,Ariana Grande,1,2013,834129063,133,G,Major,46,53,63,5,0,30,18
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,663832097,202,G,Major,24,76,60,77,0,12,4
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,446390129,134,C#,Major,45,72,24,91,0,18,4
Snowman,Sia,1,2017,690104769,105,C#,Major,72,33,51,48,0,9,3
Underneath the Tree,Kelly Clarkson,1,2013,485285717,160,G#,Major,51,69,81,0,0,21,5
Holly Jolly Christmas,Michael Buble,1,2011,476244795,151,G,Major,65,70,47,87,0,9,4
Mistletoe,Justin Bieber,1,2011,629173063,162,F#,Minor,67,88,54,51,0,9,4
Sleigh Ride,The Ronettes,1,1963,404664135,92,D,Major,53,84,77,40,0,32,3
Seek & Destroy,SZA,1,2022,98709329,152,C#,Major,65,35,65,44,18,21,7
Love Language,SZA,1,2022,110849052,65,A,Minor,71,55,26,85,0,13,8
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,460492795,147,D,Major,33,39,61,32,0,77,3
Used,"SZA, Don Toliver",2,2022,94005786,150,A#,Minor,73,71,69,53,0,32,9
A Holly Jolly Christmas,Burl Ives,1,1952,395591396,140,,Major,67,81,36,64,0,15,3
The Christmas Song (Merry Christmas To You),Nat King Cole,1,1946,389771964,139,C#,Major,36,22,15,84,0,11,4
Wonderful Christmastime,Paul McCartney,1,1979,403939487,95,B,Major,75,74,58,36,0,9,3
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,481697415,115,,Major,60,23,57,0,2,27,3
Ghost in the Machine,"SZA, Phoebe Bridgers",2,2022,110073250,125,F#,Major,62,59,43,84,3,11,5
Special,SZA,1,2022,88092256,76,,Major,60,19,20,78,0,11,5
Merry Christmas Everyone,Shakin' Stevens,1,1984,351636786,101,C#,Minor,72,91,87,14,0,13,3
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,473248298,143,D,Major,60,86,32,88,0,34,6
SOS,SZA,1,2022,73981293,119,G,Minor,51,51,66,67,0,9,23
Open Arms,"SZA, Travis Scott",2,2022,155653938,78,A,Major,67,22,59,76,1,15,16
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,395591396,96,A,Major,23,19,25,91,0,40,3
Driving Home for Christmas,Chris Rea,1,1986,429504768,180,A,Major,51,87,58,36,0,18,4
Christmas (Baby Please Come Home),Darlene Love,1,1963,242767149,126,D#,Major,34,35,76,39,0,8,5
Gone Girl,SZA,1,2022,65362788,150,F,Major,43,42,44,57,0,15,6
F2F,SZA,1,2022,67540165,90,D,Major,53,47,74,9,0,34,4
Notice Me,SZA,1,2022,62019074,160,F,Major,72,78,68,28,0,11,12
Merry Christmas,"Ed Sheeran, Elton John",2,2017,135723538,114,,Major,59,60,94,24,0,10,4
It's Beginning to Look a Lot Like Christmas,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,295998468,113,G,Major,73,72,32,77,0,15,5
My Only Wish (This Year),Britney Spears,1,2000,261116938,147,,Major,67,69,72,17,0,19,3
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,136689549,100,B,Minor,70,92,59,3,0,10,3
Wild Flower,RM,1,2022,135611421,155,G#,Major,49,42,77,3,0,12,9
I Hate U,SZA,1,2021,356709897,107,G,Minor,54,41,39,51,0,11,16
Raindrops (Insane),"Travis Scott, Metro Boomin",2,2022,110649992,112,G#,Major,80,15,54,9,0,38,5
SPIT IN MY FACE!,ThxSoMch,1,2022,301869854,166,C#,Major,70,57,57,9,20,11,7
Deck The Hall,Nat King Cole,1,1959,127027715,107,F#,Minor,69,96,36,81,0,8,4
Smoking on my Ex Pack,SZA,1,2022,57144458,81,G#,Major,47,33,68,24,0,22,38
Conceited,SZA,1,2022,56870689,150,C#,Major,79,77,46,5,0,11,7
Maroon,Taylor Swift,1,2022,317726339,108,G,Major,64,4,40,6,0,10,6
Bejeweled,Taylor Swift,1,2022,328207708,164,G,Major,70,39,56,6,0,9,7
You Make It Feel Like Christmas,"Gwen Stefani, Blake Shelton",2,2005,180577478,93,F,Major,63,93,88,1,0,12,4
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,809306935,90,C#,Minor,87,51,69,36,0,9,8
Too Late,SZA,1,2022,49262961,128,B,Major,45,35,68,78,0,39,8
Run Rudolph Run - Single Version,Chuck Berry,1,1958,245350949,152,G,Minor,69,94,71,79,0,7,8
Jingle Bells,Frank Sinatra,1,1957,178660459,175,G#,Major,51,94,34,73,0,10,5
Far,SZA,1,2022,51641685,116,D,Major,61,48,55,67,0,16,8
On Time,"John Legend, Metro Boomin",2,2022,78139948,80,F,Minor,33,51,59,76,0,44,6
abcdefu,Gayle,1,2021,1007612429,122,E,Major,70,42,54,30,0,37,5
Sacrifice,The Weeknd,1,2022,326792833,122,G,Major,70,91,79,3,0,7,10
Is There Someone Else?,The Weeknd,1,2022,391251368,135,A,Minor,70,60,58,4,0,16,3
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,349585590,109,F,Major,60,45,47,62,0,31,5
Out of Time,The Weeknd,1,2022,339659802,93,,Minor,65,82,74,27,0,32,5
Do It To It,"Cherish, ACRAZE",2,2021,674772936,125,B,Minor,85,64,81,2,5,7,9
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,432719968,206,,Minor,58,83,45,36,0,11,8
Pepas,Farruko,1,2021,1309887447,130,G,Major,76,44,77,1,0,13,3
How Do I Make You Love Me?,The Weeknd,1,2022,119238316,121,G,Minor,80,62,51,2,0,9,8
Gasoline,The Weeknd,1,2022,116903579,123,F#,Minor,74,35,73,0,0,21,5
Infinity,Jaymes Young,1,2017,888046992,122,B,Minor,67,50,67,15,0,30,4
Less Than Zero,The Weeknd,1,2022,200660871,143,,Major,53,50,79,0,0,8,3
Take My Breath,The Weeknd,1,2021,130655803,121,A#,Minor,70,35,77,1,0,26,4
good 4 u,Olivia Rodrigo,1,2021,1887039593,166,F#,Minor,56,68,66,28,0,11,18
Here We Go... Again,"The Weeknd, Tyler, The Creator",3,2022,88103848,135,C#,Major,41,27,64,36,0,60,3
Best Friends,The Weeknd,1,2022,101114984,87,E,Minor,49,49,59,44,0,35,21
Kiss Me More,"SZA, Doja Cat",2,2021,1575467011,111,G#,Major,77,74,66,30,0,13,3
I Heard You're Married,"The Weeknd, Lil Wayne",2,2022,91656026,110,D,Major,75,85,84,10,0,31,19
Need To Know,Doja Cat,1,2021,1042568408,130,C#,Major,66,19,61,30,0,9,7
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,1735441776,179,G#,Minor,61,76,51,30,0,38,15
love nwantiti (ah ah ah),Ckay,1,2019,726837877,93,F,Minor,74,53,73,61,0,13,4
Dawn FM,The Weeknd,1,2022,53933526,78,A,Minor,27,10,49,62,0,49,5
Surface Pressure,Jessica Darrow,1,2021,267758538,180,D,Major,65,37,58,2,0,4,31
Starry Eyes,The Weeknd,1,2022,74601456,86,A,Minor,28,13,41,50,0,19,3
THATS WHAT I WANT,Lil Nas X,1,2021,920797189,88,C#,Minor,74,55,85,1,0,5,22
One Right Now,"The Weeknd, Post Malone",2,2021,539595276,97,C#,Major,68,72,78,4,0,7,5
Beggin,Maneskin,1,2017,1367810478,134,B,Minor,71,59,80,13,0,36,5
MONEY,Lisa,1,2021,863625566,140,C#,Minor,83,40,55,16,0,14,23
The Motto,Ava Max,2,2021,656013912,118,G,Minor,75,46,76,3,0,9,4
Happier Than Ever,Billie Eilish,1,2021,1056760045,65,,Major,31,31,24,76,0,14,4
Moth To A Flame,"The Weeknd, Swedish House Mafia",2,2021,611994237,120,,Minor,56,16,67,0,0,11,4
Toxic,BoyWithUke,1,2021,582981380,180,G#,Minor,59,69,61,84,0,46,36
drivers license,Olivia Rodrigo,1,2021,1858144199,144,A#,Major,59,21,43,76,0,10,7
All Too Well,Taylor Swift,1,2021,583687007,93,,Major,63,21,52,28,0,9,3
Don't Break My Heart,The Weeknd,1,2022,63803529,122,A#,Major,77,25,62,34,0,23,3
Oh My God,Adele,1,2021,466214729,88,C#,Major,53,55,73,9,0,3,5
A Tale By Quincy,The Weeknd,1,2022,41924466,94,F,Minor,46,55,50,71,0,10,11
I AM WOMAN,Emmy Meli,1,2021,225259194,170,A#,Major,65,46,47,12,0,13,16
It'll Be Okay,Shawn Mendes,1,2021,287201015,78,G,Major,40,7,29,62,0,9,3
Softcore,The Neighbourhood,1,2018,599770206,94,D,Major,57,36,58,5,0,15,3
Super Gremlin,Kodak Black,1,2021,342779426,73,D,Major,83,11,41,0,0,36,14
love nwantiti (ah ah ah),"Ckay, AX'EL, Dj Yo!",3,2019,540539717,120,G#,Major,58,44,60,44,9,5,6
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,383550148,82,D,Major,63,85,62,6,0,35,4
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,530511203,95,D,Major,77,40,47,2,0,9,3
Every Angel is Terrifying,The Weeknd,1,2022,37307967,118,,Major,44,52,94,11,0,4,29
Peaches,"Justin Bieber, Daniel Caesar, Giveon",3,2021,1445941661,90,,Major,63,49,68,38,0,42,18
Better Days,"NEIKED, Mae Muller, Polo G",3,2021,421040617,110,,Minor,72,67,68,0,0,14,4
Life Goes On,Oliver Tree,1,2020,501541661,80,,Major,70,57,49,19,0,12,8
Sad Girlz Luv Money,"Kali Uchis, Amaarae, Moliy",3,2021,354065229,110,C#,Minor,86,31,53,43,0,11,6
Butter,BTS,1,2021,1143647827,110,G#,Major,79,70,36,0,0,6,11
pushin P,"Young Thug, Future, Gunna",3,2022,311395144,78,C#,Minor,77,49,42,1,1,13,19
You Right,"Doja Cat, The Weeknd",2,2021,672656250,129,G#,Major,83,44,62,2,0,8,6
deja vu,Olivia Rodrigo,1,2021,1256880657,181,A,Major,44,22,60,61,0,42,9
Dynamite,BTS,1,2020,1692897992,114,F#,Minor,75,74,77,1,0,9,10
TO THE MOON,Jnr Choi,1,2021,245095641,144,D,Major,74,39,65,5,1,11,35
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,686734357,101,D,Major,66,18,68,9,0,12,4
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,1115880852,148,F,Major,59,72,62,18,0,9,3
Knife Talk,"Drake, Project Pat, 21 Savage",3,2021,594482982,146,F,Minor,85,22,37,13,0,7,30
Don't Be Shy,"Tiesto, Karol G",2,2021,566954746,120,B,Minor,77,51,79,20,0,26,6
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,184937148,141,C#,Major,59,56,63,12,0,6,36
Phantom Regret by Jim,The Weeknd,1,2022,31959571,108,A,Minor,46,23,48,75,30,14,4
Dos Oruguitas,Sebastian Yatra,1,2021,167076418,94,,Major,42,47,36,76,0,9,5
Freaks,Surf Curse,1,2015,824420218,180,A,Major,35,41,94,0,63,5,5
Acapulco,Jason Derulo,1,2021,363467642,122,A#,Major,77,51,79,5,0,16,5
Daddy Issues,The Neighbourhood,1,2015,1127468248,85,A#,Major,59,33,52,7,15,12,3
thought i was playing,"21 Savage, Gunna",2,2022,60680939,148,C#,Major,68,29,73,0,0,7,7
ELEVEN,IVE,1,2021,247737946,120,A,Major,83,59,73,6,0,5,11
Mood,"24kgoldn, Iann Dior",2,2020,1699402402,91,G,Minor,70,76,72,22,0,27,4
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,154797871,120,E,Major,72,54,71,26,0,10,4
Miserable Man,David Kushner,1,2022,124407432,110,A#,Major,63,31,35,93,0,29,3
happier,Olivia Rodrigo,1,2021,850608354,169,F#,Major,39,36,45,81,0,8,13
Praise God,Kanye West,1,2021,376333030,118,C#,Major,80,21,55,1,0,26,17
Get Into It (Yuh),Doja Cat,1,2021,516784627,92,G#,Minor,91,79,66,32,0,9,16
Before You Go,Lewis Capaldi,1,2019,1608045237,112,D#,Major,45,19,60,63,0,9,6
Sky,Playboi Carti,1,2020,506778838,140,D,Major,79,56,91,26,0,13,21
Rolling in the Deep,Adele,1,2010,1472799873,105,G#,Major,73,52,76,13,0,5,3
Sobrio,Maluma,1,2021,513643924,178,F,Major,76,63,77,14,0,15,22
Peru,"Ed Sheeran, Fireboy DML",2,2021,261286503,108,G,Minor,96,71,42,57,0,8,9
favorite crime,Olivia Rodrigo,1,2021,783706581,173,A,Major,40,19,29,86,0,34,4
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,422691058,101,C#,Major,67,40,90,3,0,34,6
The Business,Tiesto,1,2020,1062345656,120,G#,Minor,80,24,62,41,2,11,23
positions,Ariana Grande,1,2020,1252563873,144,,Major,73,66,80,44,0,9,12
I WANNA BE YOUR SLAVE,Maneskin,1,2021,851070493,133,C#,Major,75,96,61,0,0,18,4
The Feels,TWICE,1,2021,345903614,120,A,Major,81,92,90,9,0,8,7
HEARTBREAK ANNIVERSARY,Giveon,1,2020,951637566,129,,Major,61,59,46,56,0,13,5
No Lie,"Sean Paul, Dua Lipa",2,2016,956865266,102,G,Major,74,45,89,5,0,26,13
OUT OUT,"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,427486004,124,G#,Minor,79,79,84,2,0,5,5
Pope Is a Rockstar,SALES,1,2016,156658366,90,E,Minor,73,31,45,85,24,11,3
2055,Sleepy hallow,1,2021,624515457,161,F#,Minor,78,65,52,46,0,12,31
Bored,Billie Eilish,1,2017,777765388,120,G,Major,60,11,33,90,0,8,5
Happier Than Ever - Edit,Billie Eilish,1,2021,412795151,81,,Major,45,12,57,7,0,23,3
Astronaut In The Ocean,Masked Wolf,1,2019,1138474110,150,E,Minor,78,47,70,18,0,15,9
Every Summertime,NIKI,1,2021,290228626,79,F#,Major,63,76,67,38,0,6,4
Talking To The Moon,Bruno Mars,1,2010,1062956628,146,C#,Minor,52,7,61,51,0,11,3
you broke me first,Tate McRae,1,2020,1180094974,124,E,Major,64,8,37,79,0,9,5
The Nights,Avicii,1,2014,1456081449,126,F#,Major,53,66,85,2,0,24,4
Take My Breath,The Weeknd,1,2021,432702334,121,G#,Major,75,53,74,2,0,11,5
Way 2 Sexy,"Drake, Future, Young Thug",3,2021,489945871,136,B,Minor,80,33,60,0,0,32,14
Enemy,"Imagine Dragons, League of Legends, Arcane",3,2021,1223481149,77,G,Major,73,54,74,23,0,41,23
Dance Monkey,Tones and I,1,2019,2864791672,98,F#,Minor,82,54,59,69,0,18,10
Lucid Dreams,Juice WRLD,1,2017,2288695111,84,B,Minor,44,22,48,38,0,33,24
All of Me,John Legend,1,2013,2086124197,120,G#,Major,42,33,26,92,0,13,3
Smells Like Teen Spirit,Nirvana,1,1991,1690192927,117,C#,Major,52,73,91,0,0,11,7
Arcade,Duncan Laurence,1,2019,991336132,72,A,Minor,45,27,33,82,0,14,4
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,593917618,168,C#,Major,67,29,47,5,0,22,26
Bar,"Tini, L-Gante",2,2021,200972675,94,C#,Major,52,68,69,13,0,33,8
The Rumbling (TV Size),SiM,1,2022,71014967,145,G#,Major,41,65,88,0,0,26,5
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,560222750,134,C#,Major,71,14,61,1,0,23,33
Mr. Brightside,The Killers,1,2003,1806617704,148,C#,Major,35,24,93,0,0,10,8
Blessed-Cursed,ENHYPEN,1,2022,77337771,127,E,Minor,60,40,89,9,0,60,6
Streets,Doja Cat,1,2019,865640097,90,B,Major,75,19,46,21,4,34,8
Shallow,"Lady Gaga, Bradley Cooper",2,2018,2159346687,96,G,Major,57,30,40,38,0,26,3
Polaroid Love,ENHYPEN,1,2022,211372494,138,G,Minor,74,65,67,46,0,36,4
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,651732901,120,G,Major,72,67,72,0,0,13,4
Permission to Dance,BTS,1,2021,608334048,125,A,Major,70,65,74,1,0,34,4
Friday,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,863756573,123,D,Major,82,80,86,1,0,30,13
RAPSTAR,Polo G,1,2021,797402345,81,F#,Major,79,44,54,41,0,13,24
'Till I Collapse,"Eminem, Nate Dogg",2,2002,1695712020,171,C#,Major,55,10,85,7,0,8,20
Memories,Maroon 5,1,2019,1759567999,91,B,Major,77,60,32,84,0,8,5
25k jacket,"Gunna, Lil Baby",2,2022,54937991,115,F,Minor,90,74,54,16,0,13,28
When I'm Gone,"Katy Perry, Alesso",2,2021,226897599,125,,Major,69,70,89,4,0,49,3
MAMIII,"Karol G, Becky G",2,2022,716591492,94,E,Minor,84,90,70,9,0,14,8
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1210599487,93,B,Major,81,53,78,18,0,6,24
Stay Alive,Jung Kook,1,2022,246376690,130,D,Minor,51,50,76,30,0,10,7
Boyfriend,Dove Cameron,1,2022,496311364,180,G,Minor,35,23,61,23,0,19,6
The Joker And The Queen,"Ed Sheeran, Taylor Swift",2,2022,146789379,134,,Major,53,31,31,92,0,28,3
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,843309044,95,D#,Minor,92,31,89,3,0,8,25
Light Switch,Charlie Puth,1,2022,500340342,184,F#,Major,69,91,63,11,0,9,31
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,107255472,147,G#,Minor,47,50,80,10,0,32,38
Brividi,"Mahmood, Blanco",2,2022,135079152,123,G,Major,52,44,60,40,0,26,3
Lost,Frank Ocean,1,2012,822239726,123,A#,Minor,91,49,61,3,0,17,22
In Da Club,50 Cent,1,2002,1202722675,90,F#,Minor,90,79,71,26,0,7,37
she's all i wanna be,Tate McRae,1,2022,343197054,160,D,Minor,61,65,64,1,0,12,4
All For Us,"Labrinth, Zendaya",2,2019,426204830,141,D#,Major,37,17,67,2,0,34,9
Notion,The Rare Occasions,1,2016,421135627,160,A,Major,31,30,88,7,0,8,8
Formula,Labrinth,1,2019,554875730,145,B,Major,57,23,66,4,6,15,4
Mount Everest,Labrinth,1,2019,467727006,89,,Minor,46,43,43,23,8,8,22
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,327498031,95,F,Minor,84,49,72,8,0,15,8
Cigarettes,Juice WRLD,1,2021,185408548,160,D,Major,60,47,62,3,0,38,4
California Love,"Dr. Dre, 2Pac, Roger",3,1995,579395142,92,G,Major,77,76,84,3,0,38,4
Forgot About Dre,"Eminem, Dr. Dre",2,1999,675039469,134,G#,Major,93,61,74,9,0,17,8
Down Under,"Luude, Colin Hay",2,2021,252871192,172,B,Minor,31,4,86,1,0,28,17
HUMBLE.,Kendrick Lamar,1,2017,1929770265,150,C#,Minor,91,42,60,0,0,9,12
Stan,"Eminem, Dido",2,1999,918915401,80,F#,Minor,78,53,74,4,0,45,21
Contection,"GODZZ__-, Zakaria",2,2020,1180896317,166,A#,Minor,81,83,75,14,0,29,34
Swim,Chase Atlantic,1,2017,498960285,120,G#,Major,67,8,54,27,0,8,4
Numb Little Bug,Em Beihold,1,2022,258714692,85,G#,Minor,74,61,52,30,0,26,9
212,"Mainstreet, Chefin",2,2022,143139338,154,D,Minor,79,86,52,66,0,9,7
Bussin,"Nicki Minaj, Lil Baby",2,2022,64714573,140,B,Major,89,75,70,6,0,13,5
Worst Day,Future,1,2022,50746620,89,C#,Major,65,60,60,11,0,10,40
Hrs and Hrs,Muni Long,1,2021,181328253,140,G#,Minor,51,66,53,60,0,11,18
Alien Blues,Vundabar,1,2015,370068639,82,D#,Major,47,44,76,8,91,9,3
Thinking Out Loud,Ed Sheeran,1,2014,2280566092,79,D,Major,78,58,45,47,0,18,3
Still Don't Know My Name,Labrinth,1,2019,563902868,88,F,Major,31,31,63,47,27,21,12
Christmas Tree,V,1,2021,317622165,139,F,Major,44,18,38,70,0,12,4
When I R.I.P.,Labrinth,1,2019,203680270,80,G#,Minor,39,45,55,73,0,9,21
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,81350745,120,C#,Minor,84,54,51,47,0,12,40
Forever,Labrinth,1,2019,282883169,80,E,Minor,56,19,46,92,72,11,3
Gospel,"Eminem, Dr. Dre",2,2022,64787943,117,C#,Major,92,62,86,11,0,24,24
Senorita,"Shawn Mendes, Camila Cabello",2,2019,2484812918,117,A,Minor,76,77,52,4,0,8,3
NEW MAGIC WAND,"Tyler, The Creator",2,2019,461437791,140,F,Minor,62,46,73,10,0,67,11
Adore You,Harry Styles,1,2019,1439191367,99,G#,Major,68,57,77,2,0,10,5
Something In The Way,Nirvana,1,1991,368646862,106,G#,Major,44,8,20,74,42,11,3
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,299634472,124,G,Major,81,68,63,17,0,10,22
Bam Bam,"Camila Cabello, Ed Sheeran",2,2022,756907987,95,G#,Major,76,96,70,18,0,33,4
Envolver,Anitta,1,2021,546191065,92,E,Minor,81,40,73,15,0,9,8
Starlight,Dave,1,2022,229473310,124,G,Major,95,36,37,35,0,10,28
I'm Tired,Labrinth,1,2022,121913181,71,,Minor,28,26,20,19,0,30,3
Jordan,Ryan Castro,1,2021,394030335,180,A#,Minor,80,71,68,6,0,10,37
Nail Tech,Jack Harlow,1,2022,193443895,150,E,Minor,65,11,58,0,0,12,9
DARARI,Treasure,1,2022,182978249,85,,Major,72,55,64,49,0,7,4
Freaky Deaky,"Tyga, Doja Cat",2,2022,153240879,104,D,Minor,80,24,65,2,0,9,4
this is what falling in love feels like,JVKE,1,2021,346127840,129,B,Major,42,33,44,62,0,8,6
Bohemian Rhapsody,Queen,1,1975,2197010679,71,,Minor,41,23,40,27,0,30,5
Hope,XXXTENTACION,1,2018,1200808494,146,A,Minor,59,23,46,66,0,15,6
Levitating,Dua Lipa,1,2020,797196073,103,F#,Minor,69,90,88,5,0,29,8
Wake Me Up,Avicii,1,2013,1970673297,124,D,Major,53,66,78,0,0,16,5
"jealousy, jealousy",Olivia Rodrigo,1,2021,665765558,164,A#,Minor,70,71,58,24,0,7,13
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2204080728,103,B,Minor,61,47,65,3,0,17,4
Closer,"The Chainsmokers, Halsey",2,2016,2591224264,95,G#,Major,75,64,52,41,0,11,3
O.O,NMIXX,1,2022,135444283,200,B,Minor,39,28,77,4,0,6,29
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1457139296,129,,Major,86,75,52,54,0,10,4
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,236872197,98,F#,Minor,68,33,43,38,0,36,14
First Class,Jack Harlow,1,2022,694525298,107,G#,Major,91,32,56,3,0,11,10
Plan A,Paulo Londra,1,2022,240661097,174,,Major,58,56,83,5,0,7,4
When You're Gone,Shawn Mendes,1,2022,255120451,147,F,Major,60,58,69,2,0,58,4
In My Head,Lil Tjay,1,2022,190981339,143,C#,Major,68,41,55,16,0,10,12
Wait a Minute!,Willow,1,2015,924193303,101,D#,Minor,76,63,71,3,0,10,3
LOVE DIVE,IVE,1,2022,305771063,118,C#,Minor,70,54,71,0,0,33,4
Chance,Paulo Londra,1,2022,89566512,138,C#,Minor,72,22,46,24,0,9,6
Cool for the Summer,Demi Lovato,1,2015,677389855,114,F,Minor,59,30,62,1,0,8,4
psychofreak,"Camila Cabello, Willow",2,2022,75476209,180,G,Minor,63,45,64,34,0,9,8
Angel Baby,Troye Sivan,1,2021,408843328,145,B,Major,56,41,57,1,0,13,3
Right On,Lil Baby,1,2022,101780047,166,D,Major,70,22,61,2,0,10,34
That's Hilarious,Charlie Puth,1,2022,146363130,108,F#,Major,71,55,44,74,0,11,6
Falling,Harry Styles,1,2019,1023187129,110,E,Major,57,6,27,84,0,9,3
Sigue,"Ed Sheeran, J Balvin",2,1996,106933107,88,G,Major,89,59,64,5,0,19,7
MANIAC,Stray Kids,1,2022,212234990,120,C#,Major,58,71,80,15,0,7,41
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,1714490998,122,D,Major,86,97,80,36,0,9,6
IDGAF,"Blackbear, BoyWithUke",2,2022,197643795,98,F,Major,78,83,75,41,0,27,8
Golden,Harry Styles,1,2019,807015863,140,E,Minor,45,25,84,21,0,13,6
Get Lucky,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,933815613,116,F#,Minor,79,87,81,4,0,10,4
Nobody Like U,"Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar���s Turning Red), Topher Ngo, Grayson Vill",6,2022,120847157,105,A,Minor,91,73,72,13,0,9,15
Still Life,BIGBANG,1,2022,53909146,118,G#,Major,68,24,58,44,0,6,3
Photograph,Ed Sheeran,1,2014,2236667932,108,E,Major,61,20,38,61,0,10,5
Love Yourself,Justin Bieber,1,2015,2123309722,100,E,Major,61,53,38,84,0,28,44
N95,Kendrick Lamar,1,2022,301242089,140,D#,Minor,81,39,66,38,0,12,14
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,237351106,101,C#,Minor,78,40,74,36,0,17,27
United In Grief,Kendrick Lamar,1,2022,156898322,87,G#,Major,52,32,83,24,0,17,43
